
Creation Date,Purchase Date,Fiscal Year,LPA Number,Purchase Order Number,Requisition Number,Acquisition Type,Sub-Acquisition Type,Acquisition Method,Sub-Acquisition Method,Department Name,Supplier Code,Supplier Name,Supplier Qualifications,Supplier Zip Code,CalCard,Item Name,Item Description,Quantity,Unit Price,Total Price,Classification Codes,Normalized UNSPSC,Commodity Title,Class,Class Title,Family,Family Title,Segment,Segment Title,Location
02/17/2015,12/23/2014,2014-2015,,199-204-14,,NON-IT Goods,,Informal Competitive,,"Science Center, California",45553,PROCESS EQUIIPMENT COMPANY,,92880,NO,Fybroc Pump,"Fybroc saltwater pump for the tropical fish aquarium exhibit at the
Science Center.",1,$12701.00,$12701.00,72154604,72154604,,,,,,,,"92880
(33.9357, -117.595283)"
04/16/2015,04/16/2015,2014-2015,,4500277988,,NON-IT Goods,,Fair and Reasonable,,"Corrections and Rehabilitation, Department of",16068,Western Plumbing Parts & Specialties,CA-MB CA-SB,92623,NO,flex connector pipe,flex connector,50,$2.60,$130.00,30181702,30181702,,,,,,,,"92623
(33.685908, -117.824719)"
12/30/2013,12/12/2013,2013-2014,,C110-4215,,NON-IT Goods,,Informal Competitive,,"Statewide Health Planning & Development, Office of",25616,"WALKERS OFFICE SUPPLIES, INC.",CA-MB CA-SB,95603,NO,Mesh Tub File,Mesh Tub File,1,$29.16,$29.16,44111523,44111523,,,,,,,,"95603
(38.912397, -121.083667)"
11/20/2014,11/20/2014,2014-2015,,4500259109,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB SB,93720,NO,margarine,pints,10356,$1.00,$10356.00,50151516,50151516,,,,,,,,"93720
(36.85932, -119.759328)"
01/09/2015,,2014-2015,,REQ0014396,REQ0014396,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",1752824,"ACCUGOV, INC.",CA-MB CA-SB,95827,NO,"SET. TAP AND DIE, US./METRIC","SET. TAP AND DIE, US./METRIC",1,$355.35,$355.35,,,,,,,,,,"95827
(38.563097, -121.328511)"
06/07/2014,06/05/2014,2013-2014,,31311,,NON-IT Goods,,NCB,,"Social Services, Department of",1755837,PIA,,,NO,Furniture,Furniture,1,$0.00,$0.00,56101532,56101532,Furniture set,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,
05/09/2014,05/09/2014,2013-2014,,4500232491,,NON-IT Goods,,State Programs,,Correctional Health Care Services,1065902,Prison Industry Authority,,95696,NO,PIA Chairs,PIA Chairs,1,$8592.00,$8592.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"95696
(38.43, -122.02)"
09/30/2013,,2013-2014,1-11-70-04H,REQ0011122,,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,,95814,NO,Black Toner Cartridge,Black Toner Cartridge,14,$105.83,$1481.62,,,,,,,,,,"95814
(38.580427, -121.494396)"
10/01/2012,07/23/2012,2012-2013,,1UI2L031,,NON-IT Goods,,Emergency Purchase,,"Forestry and Fire Protection, Department of",1000656,Sysco,,94538,NO,BOTTLED WATER,Bottled Water,324,$8.69,$2815.56,50202301,50202301,Water,50202300,Non alcoholic beverages,50200000,Beverages,50000000,Food Beverage and Tobacco Products,"94538
(37.521278, -121.967986)"
01/13/2014,12/19/2013,2013-2014,,4500212423,,NON-IT Goods,,Formal Competitive,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB CA-SBE SB,93720,NO,margarine,margarine,1,$5500.00,$5500.00,50151516,50151516,,,,,,,,"93720
(36.85932, -119.759328)"
02/25/2014,02/25/2014,2013-2014,,4500221016,,NON-IT Goods,,Informal Competitive,,Correctional Health Care Services,12341,"TAGG Industries, Inc.",CA-DVBE CA-SB CA-SBE CDVBE SDVOSB,92653,NO,,,,,,,,,,,,,,,"92653
(33.595874, -117.702101)"
12/19/2013,12/19/2013,2013-2014,,W0000562,,NON-IT Goods,,Fair and Reasonable,,"Veterans Affairs, Department of",1752444,GRAINGER,,,NO,Blub,Bulb,1,$91.20,$91.20,27112119,27112119,Light bulb changer,27112100,Holding and clamping tools,27110000,Hand tools,27000000,Tools and General Machinery,
08/01/2013,07/31/2013,2013-2014,,4500192496,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",18089,C & S INDUSTRIAL SUPPLY,CA-MB CA-SB,93313,NO,service spout,service spout,12,$52.00,$624.00,301817,301817,,,,,,,,"93313
(35.221076, -119.048751)"
05/05/2014,,2013-2014,,REQ0012621,REQ0012621,IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",1755556,ADVANCED TECHNICAL SOLUTIONS INC,CA-MB CA-SB,,NO,"Fax Toner, Brother TN420","Fax Toner, Brother TN420",10,$30.00,$300.00,,,,,,,,,,
02/05/2014,02/05/2014,2013-2014,1-14-89-03,4500214191,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB CA-SBE SB,93720,NO,prints margarine,"margarine prints 1lb, 30lb cs",810,$0.71,$578.34,50151516,50151516,,,,,,,,"93720
(36.85932, -119.759328)"
09/18/2013,09/18/2013,2013-2014,,W0000450,,NON-IT Goods,,Services are specifically exempt by policy,,"Veterans Affairs, Department of",1757729,Med-Pass Inc.,,,NO,nursing manual subscription,nursing manual subscription,1,$414.00,$414.00,46211503,46211503,,,,,,,,
12/17/2013,12/12/2013,2013-2014,1-14-89-03,4500211428,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB CA-SBE SB,93720,NO,margarine spread readies,margarine spread readies,1,$8603.82,$8603.82,50151516,50151516,,,,,,,,"93720
(36.85932, -119.759328)"
03/14/2014,03/14/2014,2013-2014,,POR32233,,NON-IT Goods,,Informal Competitive,,"Fish and Wildlife, Department of",1497601,General Oceanics,,33169,NO,Oil Sampling Equipment,"Wading rod, sampling net and sample jar ring for Enforcement staff to
sample oil.",387,$17.33,$6706.71,41104023,41104023,,,,,,,,"33169
(25.942039, -80.214399)"
07/24/2012,,2012-2013,,REQ0008810,REQ0008810,NON-IT Goods,,NCB,,"Consumer Affairs, Department of",1036858,Pitney Bowes,,,NO,Postage Tape Strips (Fresno),Postage Tape Strips (Fresno),1,$39.09,$39.09,,,,,,,,,,
11/28/2012,,2012-2013,1-10-75-60A,REQ0009449,REQ0009449,NON-IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,,95814,NO,Q5953A - Magenta Toner,Q5953A - Magenta Toner,1,$198.07,$198.07,,,,,,,,,,"95814
(38.580427, -121.494396)"
01/21/2015,01/21/2015,2014-2015,,4500266099,,NON-IT Goods,,Fair and Reasonable,,Correctional Health Care Services,1763613,"Bay Medical Co., Inc",CA-SB,,NO,Peak Flow Meter,Peak Flow Meter,1,$381.12,$381.12,20143801,20143801,,,,,,,,
08/28/2013,,2013-2014,,REQ0011120,REQ0011120,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",1732192,"CAPITOL CITY UNIFORMS & EQUIPMENT, LLC",CA-MB CA-SB CA-SBE,95820,NO,Shipping and Handling,Shipping and Handling,1,$15.00,$15.00,,,,,,,,,,"95820
(38.534818, -121.445732)"
10/03/2013,,2013-2014,1-11-70-04P,REQ0011075,,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",13274,Western Blue Corporation,WBE,95827,NO,"Magenta Toner, 15,000 Page Yield","Magenta Toner, 15,000 Page Yield",2,$112.80,$225.60,,,,,,,,,,"95827
(38.563097, -121.328511)"
04/16/2015,04/08/2015,2014-2015,,4500276761,,NON-IT Goods,,Fair and Reasonable,,Correctional Health Care Services,8329,Merritt Business Supplies,CA-MB CA-SB,95630,NO,,,,,,,,,,,,,,,"95630
(38.670213, -121.147592)"
01/31/2014,01/13/2014,2013-2014,1-10-75-60A,4500215395,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",1087660,Technology Integration Group,,95814,NO,toner,toner,1,$4873.09,$4873.09,44103127,44103127,,,,,,,,"95814
(38.580427, -121.494396)"
02/24/2015,02/18/2015,2014-2015,1-14-65-57,4500269441,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,1738777,WALGREENS SPECIALTY PHARMACY LLC,,97008,NO,,,,,,,,,,,,,,,"97008
(45.460518, -122.806409)"
10/29/2013,,2013-2014,,REQ0011410,REQ0011410,IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",4812,Future Data Systems,CA-MB CA-SB,91803,NO,Plantronics Savi W740 Earset,Plantronics Savi W740 Earset,5,$220.90,$1104.50,,,,,,,,,,"91803
(34.073577, -118.145947)"
05/07/2015,05/06/2015,2014-2015,,4500280332,,NON-IT Goods,,Informal Competitive,,Correctional Health Care Services,58066,"Ablegov, Inc.",CA-SB,95628,NO,,,,,,,,,,,,,,,"95628
(38.655104, -121.259702)"
06/02/2015,06/02/2015,2014-2015,,4500284483,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1437740,Richard Milner Group,CA-DVBE CA-MB CA-SB,94122,NO,Faucets,Faucets,1,$9729.01,$9729.01,30181702,30181702,,,,,,,,"94122
(37.761208, -122.48469)"
03/06/2015,03/06/2015,2014-2015,1-13-89-58,4500272201,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB,93720,NO,RICE,"RICE-WHITE LONG, BROWN MILLED",1,$8523.00,$8523.00,50221108,50221108,,,,,,,,"93720
(36.85932, -119.759328)"
10/22/2014,10/21/2014,2014-2015,,50-64-46,,NON-IT Goods,,SB/DVBE Option,,"Industrial Relations, Department of",47190,Office Xpress Inc,CA-SB SB,91304,NO,"BNDR,ANTI MICRO VW 4"",WH","BNDR,ANTI MICRO VW 4"",WH",162,$11.40,$1846.80,44122037,44122037,,,,,,,,"91304
(34.220394, -118.624412)"
10/15/2013,10/15/2013,2013-2014,1-13-89-58,4500203544,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB CA-SBE SB,93720,NO,RICE,RICE,1,$10750.00,$10750.00,50221108,50221108,,,,,,,,"93720
(36.85932, -119.759328)"
10/23/2013,,2013-2014,,REQ0011351,REQ0011351,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",25616,"WALKERS OFFICE SUPPLIES, INC.",CA-MB CA-SB,95603,NO,PLN Foam Ear Cushion f/Head,PLN Foam Ear Cushion f/Head,6,$3.50,$21.00,,,,,,,,,,"95603
(38.912397, -121.083667)"
08/25/2014,,2014-2015,,REQ0013500,REQ0013500,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",28371,BLAISDELL'S BUSINESS PRODUCTS,CA-SB,94577,NO,"MISC FLAG,POST-IT","MISC FLAG,POST-IT",1,$1606.02,$1606.02,,,,,,,,,,"94577
(37.719656, -122.160848)"
04/25/2013,,2012-2013,,REQ0010026,REQ0010026,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",40880,National Discount Textles,CA-MB CA-SB,95834,NO,Logos,Logos,178,$2.00,$356.00,55121720,55121720,Emblems,55121700,Signage,55120000,Signage and accessories,55000000,Published Products,"95834
(38.641743, -121.516646)"
06/21/2013,,2012-2013,,REQ0010632,REQ0010632,IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",10803,River City Office Supply,CA-SB,95811,NO,"Cat 6 Patch Cord 1' Snagless Bootless, Purple","Cat 6 Patch Cord 1' Snagless Bootless, Purple",100,$2.77,$277.00,,,,,,,,,,"95811
(38.581053, -121.488564)"
10/07/2014,,2014-2015,,REQ0013853,REQ0013853,IT Services,,SB/DVBE Option,,"Consumer Affairs, Department of",2963,Capital Datacorp,CA-SB SB,95660,NO,Fujitsu ScanCare Post-Warranty - 1 year 8*5 NBD,Fujitsu ScanCare Post-Warranty - 1 year 8*5 NBD,4,$1382.00,$5528.00,,,,,,,,,,"95660
(38.676557, -121.37729)"
12/14/2013,,2013-2014,,REQ0011448,REQ0011448,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",2319,Burkett's Office Supplies,CA-SB CA-SBE SB,95828,NO,"Refill, Clsc, 2PG, JAN-DEC","Refill, Clsc, 2PG, JAN-DEC",1,$15.98,$15.98,,,,,,,,,,"95828
(38.484836, -121.399547)"
06/26/2013,07/01/2013,2012-2013,,4500187896,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",19251,"Fresno Roofing Company, Inc.",,93727,NO,labor,labor,1,$3441.00,$3441.00,76122405,76122405,Labor fee,76122400,Refuse disposal and treatment fees,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services,"93727
(36.750318, -119.699087)"
03/06/2013,,2012-2013,,REQ0009937,REQ0009937,IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",19790,MMG Technology Group Inc,CA-SB CA-SBE,95691,NO,"TONER,F/LJ CP6015,BK","TONER,F/LJ CP6015,BK",1,$185.76,$185.76,,,,,,,,,,"95691
(38.575311, -121.560401)"
11/06/2012,10/22/2012,2012-2013,1-07-97-32,9.9101300072e+011,,NON-IT Goods,,Statewide Contract,,"Transportation, Department of",1028377,Zumar Industries,,95444,NO,traffic sign,traffic sign,1,$17913.09,$17913.09,55121710,55121710,Traffic signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products,"95444
(38.432805, -122.865868)"
06/28/2013,07/01/2013,2012-2013,,4500188464,,NON-IT Goods,,Fair and Reasonable,,Correctional Health Care Services,45803,OSHA Review Inc,CA-MB CA-SB,95827,NO,Medical supplies,subscription,1,$219.00,$219.00,55101524,55101524,Reference books,55101500,Printed publications,55100000,Printed media,55000000,Published Products,"95827
(38.563097, -121.328511)"
07/11/2012,07/11/2012,2012-2013,1-11-89-30,SN253020,,NON-IT Goods,,Statewide Contract,,"Developmental Services, Department of",17520,Seacat Enterprises,CA-SB,90274,NO,"Juice, Apple","Unsweetened, 70/4oz/cs",10,$10.10,$101.00,50202303,50202303,Frozen juices,50202300,Non alcoholic beverages,50200000,Beverages,50000000,Food Beverage and Tobacco Products,"90274
(33.779784, -118.375432)"
05/02/2014,,2013-2014,,REQ0012720,REQ0012720,IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",1783883,TVL Inc.,,,NO,Wise Track Fixed Asset Database License and Software Maintenance,software,1,$2398.00,$2398.00,84121706,84121706,,,,,,,,
06/25/2013,06/25/2013,2012-2013,7-09-36-04,12199,,IT Goods,,WSCA/Coop,,"Toxic Substances Control, Department of",1232200,Sharp Electronics Corporation,,95819,NO,MULTI FUNCTION PRINTER,MULTI FUNCTION PRINTER,1,$17618.21,$17618.21,43212110,43212110,Multi function printers,43212100,Computer printers,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications,"95819
(38.56801, -121.439718)"
07/24/2012,06/05/2012,2012-2013,,CC10143231,,NON-IT Goods,,Informal Competitive,,Correctional Health Care Services,1065902,Prison Industry Authority,,95696,YES,MESH,MESH,300,$11.00,$3300.00,11162111,11162111,Mesh,11162100,Specialty fabrics or cloth,11160000,Fabrics and leather materials,11000000,Mineral and Textile and Inedible Plant and Animal Materials,"95696
(38.43, -122.02)"
07/24/2012,07/24/2012,2012-2013,,4500144059,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),Correctional Health Care Services,1065902,Prison Industry Authority,,95696,NO,Dental X-ray folders,Dental X-ray folders,10,$110.00,$1100.00,42152011,42152011,Dental x ray film adapters,42152000,Dental imaging equipment and supplies,42150000,Dental equipment and supplies,42000000,Medical Equipment and Accessories and Supplies,"95696
(38.43, -122.02)"
10/18/2012,09/19/2012,2012-2013,,SA12 6012,,NON-IT Services,Personal Services,Fair and Reasonable,,Air Resources Board,1740264,San Gabriel Valley Tribune,,,NO,newspaper ad,newspaper ad,1,$203.68,$203.68,55101504,55101504,Newspapers,55101500,Printed publications,55100000,Printed media,55000000,Published Products,
07/27/2012,,2012-2013,,REQ0008998,REQ0008998,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",15228,THE PRIMARY SOURCE,CA-MB CA-SB,95742,NO,Stapler Remover,"OD, Stapler Remover, Jaw Style",6,$0.25,$1.50,44121613,44121613,Staple removers,44121600,Desk supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,"95742
(38.585855, -121.217204)"
07/10/2012,07/10/2012,2012-2013,1-09-68-01B,4500142414,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,1000314,CALIFORNIA GOVCONNECTION INC,,3054,NO,MEDICAL OXYGEN & LIQUID NITROGEN REFILLS,MEDICAL OXYGEN & LIQUID NITROGEN REFILLS,10000,$1.00,$10000.00,12141903,12141903,Nitrogen N,12141900,Non metals and pure and elemental gases,12140000,Elements and gases,12000000,Chemicals including Bio Chemicals and Gas Materials,"3054
"
07/02/2012,06/21/2012,2012-2013,,HD150365,,NON-IT Goods,,Informal Competitive,,"Developmental Services, Department of",2319,Burkett's Office Supplies,CA-SB CA-SBE,95828,NO,self-adhesive labels,self-adhesive labels,1,$26.43,$26.43,55121606,55121606,Self adhesive labels,55121600,Labels,55120000,Signage and accessories,55000000,Published Products,"95828
(38.484836, -121.399547)"
07/30/2012,07/26/2012,2012-2013,1-10-75-55,4500144367,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",36519,National Office Solutions,CA-MB CA-SB CA-SBE,94526,NO,STATIONERY,STATIONERY,20,$0.38,$7.60,14111509,14111509,Stationery,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,"94526
(37.814603, -121.985857)"
07/18/2012,,2012-2013,,REQ0008952,REQ0008952,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",4726,"EXPRESS Office Products, Inc.",CA-MB CA-SB,95742,NO,AED 3-D Wall Sign for Defib,AED 3-D Wall Sign for Defib,1,$24.95,$24.95,55121718,55121718,Informational signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products,"95742
(38.585855, -121.217204)"
10/26/2013,10/14/2013,2013-2014,7-11-51-02,4500203248,,NON-IT Goods,,WSCA/Coop,,"Water Resources, Department of",1001584,Grainger Industrial Supply,,95691,NO,"STICKER,ADHES,DANGER","STICKER,ADHES,DANGER",10,$6.51,$65.10,55121736,55121736,,,,,,,,"95691
(38.575311, -121.560401)"
07/27/2012,07/27/2012,2012-2013,1-10-75-55,P1200069,,NON-IT Goods,,Statewide Contract,,Franchise Tax Board,36519,National Office Solutions,CA-MB CA-SB CA-SBE,94526,NO,avery printer labels,printer labels,6,$27.81,$166.86,55121605,55121605,Addressing or mailing labels,55121600,Labels,55120000,Signage and accessories,55000000,Published Products,"94526
(37.814603, -121.985857)"
07/30/2012,06/29/2012,2012-2013,1-09-70-07,1146600A16,,IT Goods,,Statewide Contract,,"Mental Health, Department of",1055442,Technology Integration Group,,92121,NO,DELL LAPTOP,DELL LAPTOP,1,$17890.70,$17890.70,43211513,43211513,Ultra mobile personal computer,43211500,Computers,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications,"92121
(32.897198, -117.200631)"
08/17/2012,08/17/2012,2012-2013,,4500146658,,NON-IT Goods,,SB/DVBE Option,,"Corrections and Rehabilitation, Department of",1729526,ABC Ventures LLC,CA-SB,94583,NO,"beans, pinto","beans, pinto",12000,$0.54,$6510.00,50401844,50401844,Pinto beans,50401800,Beans,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products,"94583
(37.755754, -121.963415)"
07/17/2012,07/17/2012,2012-2013,,4500187130,,NON-IT Goods,,Informal Competitive,,"Water Resources, Department of",27292,"All Business Machines, Inc.",CA-DVBE CA-SBE CDVBE,95818,NO,"ballast kit,480v","ballast kit,480v",4,$59.66,$238.64,39111801,39111801,Lamp ballasts,39111800,Lighting accessories,39110000,Lighting Fixtures and Accessories,39000000,Electrical Systems and Lighting and Components and Accessories and Supplies,"95818
(38.557002, -121.494485)"
07/31/2012,07/31/2012,2012-2013,,2660071300000014-1,,NON-IT Goods,,SB/DVBE Option,,"Transportation, Department of",19650,Deco-Pave Inc,CA-SB,91706,NO,asphalt,asphalt,1,$36845.00,$36845.00,30121601,30121601,Asphalt,30121600,Asphalts,30120000,Roads and landscape,30000000,Structures and Building and Construction and Manufacturing Components and Supplies,"91706
(34.090715, -117.968844)"
07/23/2012,07/20/2012,2012-2013,,12482010,,NON-IT Goods,,SB/DVBE Option,,"Mental Health, Department of",12341,"TAGG Industries, Inc.",CA-DVBE CA-SB,92653,NO,anti embolism stocking,12 pair / case,1,$33.12,$33.12,53102401,53102401,Stockings,53102400,Hosiery,53100000,Clothing,53000000,Apparel and Luggage and Personal Care Products,"92653
(33.595874, -117.702101)"
07/03/2012,05/16/2012,2012-2013,,ARB115361,,NON-IT Goods,,Informal Competitive,,Air Resources Board,1058260,PerkinElmer,,6484,NO,AIR MONITORING TRAP,TRAP,2,$280.00,$560.00,77121504,77121504,Air pollution monitoring or measurement services,77121500,Air pollution,77120000,Pollution tracking and monitoring and rehabilitation,77000000,Environmental Services,"6484
"
